,Doc Title,Len_char,Len_word,Output,Sent
38,Guidebook-2016,384.0,57.0,['section describe ways']," This section describes different ways in which climate information may 
be provided to different users based on their level of expertise and preference; Chapter 4 discusses best 
practices in using future climate information given its inherent uncertainty; Chapter 5 highlights some case 
studies of how climate information can be used to guide decisions in climate change adaptation"
174,Guidebook-2016,115.0,17.0,['trends reflect trends']," longer period that highlight the fact that short- 
 
 
term trends may not reflect long-term climate change trends"
251,Guidebook-2016,145.0,23.0,['impacts raise number']," At the same time, however, the 
potential impacts of climate change raise an increasing number of issues that decision-makers have to deal 
with"
264,Guidebook-2016,144.0,23.0,['It include range']," It therefore includes a wide range of users from those 
starting a reflection on climate change to those ready to implement adaptation measures"
276,Guidebook-2016,862.0,134.0,['› describe capacity'],"

GUIDEBOOK ON CLIMATE SCENARIOS  |  2

STEP 1 
› Build a team
› Beging a dicussionon the issues or 
activity sector to prioritize

STEP 6 
› Identifiy actions to undertake in order to 
adopt adaptation measures
› Follow-up on impact of adaptation 
measures
› Adjust the plan as need be

STEP 5 
› Identify potential adaptation measures
› Prioritize adaptation measures

STEP 2 
› Describe the current system conditions
› Describe the current stresses (climatic and 
others)
› Describe the adaptation capacity of the 
system

STEP 3 
› Understand the observations 
› Understand climate simulations and 
future projections 
› Understand the uncertainties

STEP 4 
› Identify the impacts and opportunities 
linked to climate change
› Identify the importance of non-climatic 
factors 
› Evaluate the vulnerability of the system

Note that these steps are iterative"
289,Guidebook-2016,171.0,27.0,['guide target audience']," In other words, the guide targets an audience already invested in 
climate change adaptation that is for example going through an adaptation process described in Figure 1"
324,Guidebook-2016,113.0,17.0,['trends reflect trends']," longer period that highlight the fact that short- 
 
term trends may not reflect long-term climate change trends"
691,Guidebook-2016,185.0,29.0,['scenarios compare climate'],"1 REFERENCE PERIOD AND FUTURE HORIZONS
Climate change scenarios compare the average 
climate between a past period, referred to as the 
reference period or horizon, and a future horizon"
944,Guidebook-2016,144.0,18.0,['category include information'],"

GUIDEBOOK ON CLIMATE SCENARIOS  |  50

INTERMEDIATE CATEGORY

This category only includes information about projected future climate changes"
968,Guidebook-2016,189.0,28.0,['practices develop analogue']," This allows 
an  evaluation  of  whether  the  region  of  interest 
can  take  advantage  of  some  of  the  practices 
developed  in  the  analogue  region  to  adapt  to 
climate change"
1160,Guidebook-2016,221.0,28.0,['analysis use number'],"  This  analysis  used  a  total  number  of 
89  CMIP3  simulations  and  five  different  bias-
correction-post  processing  techniques  along 
with  the  hydrological  model  to  generate  445 
climate change scenarios"
1229,Guidebook-2016,223.0,39.0,['Figure present map']," Figure 
28 presents a map of the maximum area (in pink) 
that would be affected by a flood of the magnitude 
simulated  by  one  of  the  scenarios  presented  in 
Table 8, namely a discharge equivalent to Q100 + 
2000m3/s"
1237,Guidebook-2016,82.0,14.0,['scenarios allow development']," These scenarios allowed the development 
of a map of the potential flood zones (e"
1282,Guidebook-2016,145.0,19.0,['summaries describe projections']," 

The summaries describe climate change projections for 
each region in the context of historical observations and 
province-wide climate change"
1419,Guidebook-2016,100.0,14.0,['Examples include number']," Examples include the number of growing degree-days, freeze-thaw 
cycles, and the drought code index"
330,Guide-Building-Sustainable-and-Resilient-Communities-with-Asset-Management-EN,547.0,71.0,['Sustainability make Consulting']," climate change) 

Asset & growth management 

Financial planning 

budget / capital plans 

Day-to-day 
operations 

SMC 

Sustainability Makes Cents Consulting 

The diagram illustrates how vertical integration of 
decision-making can help ensure all activities associated 
with service delivery are aligned with municipal 
values and goals, where fnancial decisions about the 
tactical or operational level are connected to decisions 
about assets and growth management, and those are 
connected to strategic planning and sustainability 
policy"
370,Guide-Building-Sustainable-and-Resilient-Communities-with-Asset-Management-EN,410.0,59.0,['change increase frequency'],"  

Considering  limate impa ts: Climate change is  
increasing the frequency of severe weather events like  
heavy precipitation, intense windstorms, heat waves,  
forest fres, ice storms, multiple freeze/thaw cycles and,  

4        At the decommissioning stage 

Re y ling or repurposing assets: As assets come to 
 
the end of their useful life, local governments need to 
 
decide how to decommission them"
592,HP5-122-2017-eng,162.0,22.0,['effects play factor']," For Canada, various effects of climate change 
play a significant compounding factor that negatively affects the health and resilience of 
vulnerable communities"
593,HP5-122-2017-eng,1471.0,205.0,['healthcare present risks']," Notable direct and indirect impacts include:

•  Droughts and flooding and the links with incidence of water-borne diseases and to 

psychosocial effects

•  Food security and the nutritional status of individuals, which further undermine resistance 

to diseases

•  Heat-related morbidity and mortality as well as compounding health issues related to poor 

air quality such as asthma, allergies, respiratory diseases, cancer, cardiovascular diseases 
and stroke 

•  The spread of disease vectors favouring the emergence and re-emergence of infectious 

diseases

•  Natural disasters and the loss of land, cultural heritage, natural resources and property with 

significant impact on mental health and well-being

•  Special challenges and impacts on northern Canadians such as dangerous travel, damaged 
infrastructure, threats to traditional food sources, disappearance of drinking water sources 
and related psychosocial and cultural impacts

•  Sustainable healthcare in a changing climate presents future risks to Canadians as its 

capacity is strained in various ways (aging population, resource intensive infrastructure, 
budget constraints)

SCIENCE NARRATIVE I CLIMATE CHANGE IMPACTS ON THE HEALTH OF CANADIANS2

As the impact of climate change further highlights weaknesses in many systems, a social 
determinants of health approach to considering the changing climate would add great value 
in national efforts toward reducing vulnerability and risk (e"
598,HP5-122-2017-eng,252.0,36.0,['sectors bring positions']," It is important for all sectors to bring their unique positions and 
perspectives together to define future considerations in governance and actions towards 
successful adaptations for mitigating health impacts of climate change in Canada and globally"
612,HP5-122-2017-eng,85.0,13.0,['change affect health'],"1 INFECTIOUS DISEASE
There is consensus that climate change is affecting human health"
634,HP5-122-2017-eng,98.0,13.0,['changes shift ranges']," The projected climate changes may shift the distributional ranges 
of vector-borne diseases (5,6)"
644,HP5-122-2017-eng,77.0,12.0,['outbreak kill boy']," 

4  Anthrax outbreak triggered by climate change kills boy in Arctic Circle"
667,HP5-122-2017-eng,179.0,26.0,['authors point links']," Several authors have pointed out links 
between cholera and climate variables especially with higher temperature and rainfall, 
flooding and major climatic cycles such as El Niño"
669,HP5-122-2017-eng,203.0,32.0,['impact reduce productivity']," The impact of droughts on health through 
reduced agricultural productivity and access to water in affluent countries is not clear, but 
effects in resource poor countries are likely to be dramatic (16)"
671,HP5-122-2017-eng,83.0,11.0,['events pose challenges'],"4 EXTREME WEATHER 
Extreme weather events pose particular challenges to populations"
718,HP5-122-2017-eng,141.0,22.0,['change affect health'],"7 MENTAL HEALTH
Climate change affects mental health due to changes in the prevalence and severity of 
natural disasters on human settlements"
724,HP5-122-2017-eng,281.0,36.0,"['who experience flooding', 'impacts include distress']"," Elevated levels of anxiety, depression, and post-traumatic stress 
disorders have been reported in populations who have experienced flooding and during 
slow-developing events such as prolonged droughts; impacts include chronic distress and 
increased incidence of suicide (32,33)"
767,HP5-122-2017-eng,236.0,31.0,['actions require action'],"

Adaptive actions to address climate change in the health sector require action across the whole 
spectrum of public health core functions (promotion, protection, prevention, public health 
surveillance and emergency preparedness) (46)"
775,HP5-122-2017-eng,918.0,127.0,['development reduce island']," infrastructure development such as green roofs to 
reduce the urban heat island)

•  Extreme heat and air pollution such as: Health impacts from higher temperatures, 

increased frequency and severity of heat waves, increased air pollution; Air conditioning, 
during extreme events, with the caveat that seasonal use contributes to climate change 
and air pollution through greater use of fossil fuel; additionally seasonal use interrupts 
the human body’s ability to acclimate to regional weather which increases the individual’s 
vulnerability; Better quality housing stock, appropriate infrastructure with the ability 
to capture energy and recycle water; Infrastructure development such as green roofs, 
reflective road and building surfaces, urban green spaces, interior air sealing, use 
of elastomeric roof coating; Public awareness and education campaigns to promote 
personal protection from air pollution (e"
789,HP5-122-2017-eng,1116.0,148.0,['who understand drought'],"; Use of air conditioners, especially reverse cycle air conditioners set to 
recycle mode to filter air particles; Avoidance of exercise in affected environments; 
Spending less time outdoors; and, Use of air masks

•  Drought, such as: Distribution of public awareness materials/public service announcements, 
public education programs; Decreased availability and quality of water; Physical relocation 
of individuals/families to non-drought affected areas; School-based mental health programs 
in rural areas, participation of trusted adults who understand drought, early identification 
of mental health problems and referral; and, Training in coping mechanisms

•  Decreased availability and higher costs for fresh fruits and vegetables (for consumers), 
such as: Technological advances to increase production in new climate conditions; and, 
Improved food delivery systems 
Increase in water-borne pathogens and water contamination, such as: Boil water advisories; 
and, Monitoring of gastroenteritis
Increase in drought and temperature enabled vector-borne disease such as: Public education; 
Vector control (e"
793,HP5-122-2017-eng,1623.0,226.0,['Use landslide systems']," higher level bridges and causeways, water resistant emergency 
power); Physical and mental health impacts from increased flood incidence rates and 

SCIENCE NARRATIVE I CLIMATE CHANGE IMPACTS ON THE HEALTH OF CANADIANS14

severity; Early warning systems based upon weather predictions of flooding, landslides, 
river flooding and coastal flooding; Flood evacuation plans, especially for nursing homes, 
hospitals, schools; Proper design and siting of health infrastructure; Assessment of the 
resiliency of health care facilities to climate change; Education of health risks and appropriate 
behaviours by physicians; Mapping of high risk populations with 100- and 500-year flood 
zones; Post-flood disease surveillance; Use of automated devices in cars to warn of water 
depth, landslide early detection systems; Disaster mental health services that is sensitive 
to socioeconomic status, livelihood patterns, local traditions, cultures and languages; and, 
Immediate family reunion and support (for families that have been separated)
Increased mold and respiratory contaminants from mold, bacteria, fungal growth on damp 
structures, such as: Inspection of heating, ventilating and air conditioning system (HVAC) 
by a professional after a flood; and, Drying out homes using fans or dehumidifiers when 
safe to do so

• 

•  Zoonoses and vector-borne diseases, such as: Spread of vector-borne and zoonotic diseases, 

including exotic diseases; Development of new surveillance methods; Dissemination of 
information for public health officials and the public; and, Tools for risk-based decision making 
on management (i"
811,HP5-122-2017-eng,267.0,35.0,['Organization release guidelines']," 
The World Health Organization (WHO) recently released new guidelines for assessing 
health vulnerabilities to climate change and adaptation options and Health Canada released 
guidelines for assessing the vulnerability of communities and individuals to extreme heat"
813,HP5-122-2017-eng,76.0,13.0,['Gaps exist impacts']," Gaps in data exist for many climate change 
impacts of concern to Canadians"
815,HP5-122-2017-eng,137.0,19.0,['authorities conduct change']," At present, few health authorities at regional and local levels have conducted full 
climate change and health vulnerability assessments"
820,HP5-122-2017-eng,150.0,22.0,['universities undertake research']," Expertise on climate change and health issues is growing and many universities 
and organizations across Canada are undertaking research in this area"
826,HP5-122-2017-eng,420.0,55.0,['Evidence include Direction']," Evidence of mainstreaming 
in provincial and territorial policies, regulatory instruments and planning tools includes 
Strategic Direction 1 in the “Quebec In Action – Greener by 2020: Government Strategy for 
Climate Change Adaptation” (51) that integrates climate change adaptation into government 
administration by modifying, where needed, the content of laws, regulations, strategies, 
policies, and planning tools"
827,HP5-122-2017-eng,92.0,14.0,['plan require departments']," In Nunavut, the climate change adaptation plan requires all 
departments and agencies to “["
832,HP5-122-2017-eng,248.0,34.0,"['Bureau develop tool', 'makers use information']"," Outside of government, the Insurance 
Bureau of Canada is developing a municipal risk assessment tool (53) that can help community 
decision makers use climate change information to address infrastructure vulnerabilities to 
projected flood events"
864,HP5-122-2017-eng,681.0,92.0,"['perceptions influence adoption', 'perceptions influence adoptionrisks influence adoption']","

•  Vulnerable Populations: Definition of robust environmental health indicators of climate 

change to monitor impacts on individuals and communities and develop adaptive measures; 
Understanding of how the nature of vulnerabilities to the health impacts of climate change 
for specific groups are changing in order to inform new protective measures for such 
populations; Understanding how current perceptions and attitudes about climate change 
and health risks influence the adoption of adaptations; and, Longitudinal studies across 
different demographic groups (children, elderly, urban, rural and outdoor workers) to identify 
health impacts from slow developing hazards (e"
878,HP5-122-2017-eng,199.0,31.0,['people change lifestyles']," 

First, knowledge deficits are not the primary barrier to action; knowing about the causes 
and consequences of climate change does not, on its own, motivate people to change 
their lifestyles (57)"
884,HP5-122-2017-eng,221.0,38.0,['change offer way']," 
Aligning climate change to a range of ethical positions and a core set of identities can offer 
a way of appealing to diverse social groups, and thus securing a broad and inclusive platform 
of public support for action"
885,HP5-122-2017-eng,265.0,37.0,['change impose generations']," Avoiding the rhetoric of climate catastrophe could facilitate this, 
and emphasise, instead, human capacity to steer a course to a sustainable future, including 
lifting the burdens that unmitigated climate change would otherwise impose on future 
generations (62)"
904,HP5-122-2017-eng,147.0,25.0,['crisis achieve resonance']," By making the case for climate change as a health 
issue, it is hoped that the civilizational crisis we face will achieve greater public resonance"
908,HP5-122-2017-eng,188.0,25.0,['approach require development'],"0 CLIMATE CHANGE, HEALTH 
AND AN INTEGRATED APPROACH 

An integrated approach to addressing climate change and health related issues will require 
innovative horizontal program development"
914,HP5-122-2017-eng,213.0,31.0,['change exacerbate situations']," Climate change is exacerbating 
already vulnerable situations, which puts demands not only on the impacted region itself, 
but also on external efforts to establish sustainable ways to reduce human health impacts"
917,HP5-122-2017-eng,325.0,41.0,['change weaken infrastructures']," In Sierra Leone (the epicenter of the Ebola outbreak) climate change had already 
weakened that country’s vulnerable infrastructures and capacity (health, physical, agriculture, etc) 
with unusually intense “seasonal droughts, strong winds, thunderstorms, landslides, heat waves, 
floods, and changed rainfall patterns” (66)"
931,HP5-122-2017-eng,479.0,63.0,['impacts integrate Development']," 

•  Leadership: Strengthening partnerships across Canada by engaging Provincial and 

• 

Territorial governments and key stakeholders to strengthen the national capacity to deal 
with current and future impacts of climate change on public health
Integrating Adaptation and Sustainable Development into Federal Policy and Planning: 
Ensuring that climate change considerations are integrated into and across federal 
activities, such as research, policy, and planning processes"
959,HP5-122-2017-eng,240.0,32.0,['they provide functions']," These 
interventions can be effective in reducing certain climate change vulnerability as they provide 
disaster risk reduction functions and enable improvements in livelihoods and food security, 
especially in poor and vulnerable settings"
968,HP5-122-2017-eng,258.0,35.0,['options enhance resilience']," However, many authors 
argue that most mitigation and adaptation responses to climate change are “no-regret” 
options, which lead to direct reductions in the burden of ill-health, enhance community 
resilience, alleviate poverty, and address global inequity"
970,HP5-122-2017-eng,236.0,31.0,['Innovation define considerations']," Innovation 
and foresight in creating and leading these opportunities should define future considerations 
in governance and actions towards successful adaptations for mitigating health impacts of 
climate change in Canada and globally"
1206,landuse-e,226.0,32.0,['governments use use'],"3,4 
Historically, local governments have used land use planning 
tools – official plans, zoning, development permits and 
others – to minimize risks to communities from floods, 
wildfires, landslides and other natural hazards"
1211,landuse-e,1349.0,202.0,"['reviews • provision', 'environment withstand range', 'document describe tools']","2

Some ways municipalities act 
•	 planning and land use controls: zoning, official 

plans, development reviews

•	 provision of public services: utilities, public 

transit, road maintenance, snow removal, fire 
and police, emergency preparedness

•	 forum for public dialogue and information: 
public awareness campaigns, deliberation 
on bylaws and programs, information on 
city services

•	 collection of taxes and user fees: property 

taxes, recreational facility fees, parking fees 
•	 management of public land and buildings: 
establishment of parks, renovation of civic 
buildings, operation of water treatment plants

L A N D   U S E   P L A N N I N G   T O O L S   |  1 

Planning tools and climate change 
risk reduction 
Generally speaking, planning tools can be used to 
reduce climate risks in four ways:
•	 limiting development in hazard-prone areas
•	 ensuring that the built environment can 

withstand a range of environmental stress
•	 helping to preserve natural environments 
that protect communities against hazards 
(for example, dunes that absorb coastal 
storm effects) 

•	 educating stakeholders and decision makers 
about risks and opportunities and fostering 
dialogue about adaptation

This document describes tools in the land use planning 
sector that communities can use in preparing to adapt to 
climate change"
1224,landuse-e,211.0,35.0,['section describe use'],"0 Land use planning tools

This section describes seven of the most prominent land 
use planning tools in use across Canada and explains how 
communities can use them to more effectively adapt to 
climate change"
1246,landuse-e,158.0,22.0,['texts detail risks']," Such 
texts normally detail local climate change risks and 
opportunities, an overarching adaptation vision and policy, 
as well as priority adaptation needs"
1250,landuse-e,212.0,36.0,['plan set objectives'],"” The plan sets out two high-level objectives to realize this vision: (1) to study the 
impacts of climate change on the community and (2) to adopt policies that recognize the long-term impacts of 
climate change"
1251,landuse-e,287.0,40.0,['plan include detail']," The plan includes more detail on the climate change issues of concern to the community (for 
example, increases in temperature and precipitation, permafrost thaw, decreases in sea ice, and accelerated coastal 
erosion) and priority adaptation actions related to municipal infrastructure"
1255,landuse-e,222.0,32.0,"['Elkford develop strategy', 'Elkford develop strategysupport develop strategy']"," In 2008, Elkford, with support of the Columbia Basin Trust, 
a provincial crown corporation, developed a local adaptation strategy to assess the risks posed by climate change 
and identify corresponding adaptation actions"
1258,landuse-e,224.0,34.0,['actions include zone']," Adaptation actions in the OCP include 
a wildfire protection zone in which any development application must be accompanied by a fire hazard and risk 
assessment conducted by certified professionals before a permit is issued"
1266,landuse-e,213.0,30.0,['documents outline impacts']," Those documents typically 
outline the climate change impacts of concern to the 
community, the associated risks and opportunities, and the 
community’s vision and proposed actions for dealing with 
those changes"
1267,landuse-e,127.0,17.0,['communities integrate consideration']," Many other communities have integrated 
consideration of climate change adaptation into local plans 
that address other issues"
1271,landuse-e,188.0,28.0,['Town create plan']," 
In 2010, the Town, in partnership with the Canadian Institute of Planners and the Atlantic Planners Institute, 
created a long-term strategic plan to prepare Stratford for climate change"
1272,landuse-e,901.0,122.0,['process comprise stages']," The process comprised four stages: 
(1) forming a core working group to establish overarching objectives, engage key stakeholders and conduct 
background research into local climate change impacts; (2) organizing public meetings to assess current and future 
vulnerabilities (following a presentation of the potential climate change impacts, a survey was distributed to all 
participants at the public meeting to gauge climate change-related opportunities and threats for the community); 
(3) conducting a risk assessment, building on results of the vulnerability assessment, to rank the most important 
climate change impacts and identify priority areas for adaptation action; and (4) preparing a final adaptation plan 
that included recommended adaptation actions by theme (for example, heritage properties, parks and recreation, 
private properties, emergency services, storm water infrastructure)"
1307,landuse-e,156.0,26.0,['regulation provide opportunity']," This new regulation provides an opportunity to educate developers 
as well as the community at large about the impacts of climate change and sea level rise"
1322,landuse-e,205.0,36.0,['it affect development']," For example, as part of the review 
of a subdivision proposal, the developer may be asked to 
assess the increased risk of erosion due to climate change 
and to determine how it may affect the development"
1333,landuse-e,261.0,39.0,['change include risks']," Climate change 
impacts of concern for the city include increased health risks due 
to extreme heat, higher incidence of pests and diseases (such as 
West Nile virus) and more extreme rainfall with consequences for 
storm-water systems and other infrastructure"
1342,landuse-e,159.0,23.0,['change increase vulnerability']," Climate change, which is expected to bring more frequent storms to the 
area, will likely increase the vulnerability of coastal development and infrastructure"
1365,landuse-e,91.0,13.0,['Covenants play role'],"

Covenants and easements can play an important role 
in climate change adaptation planning"
1366,landuse-e,174.0,26.0,['municipality acquire easement']," For example, 
a municipality may acquire a conservation easement 
to prevent residential development on a coastal area 
threatened by sea level rise and storm surge flooding"
1368,landuse-e,181.0,28.0,['Covenants support efforts'],"35 Covenants and easements may 
also support local efforts to monitor climate change by, for 
example, allowing access to a coastal property for purposes 
of measuring erosion rates"
1381,landuse-e,113.0,16.0,['wildfires reach city']," In the summer of 2003, three large wildfires reached the city’s perimeter, threatening homes 
and infrastructure"
1382,landuse-e,91.0,14.0,['They increase awareness'], They increased local awareness and concern about the impacts of wildfires on the community
1386,landuse-e,130.0,17.0,['subdivisions register wildfire']," All 
subdivisions constructed since 1992 in high to extreme wildfire hazard areas have registered restrictive wildfire 
covenants"
1399,landuse-e,163.0,23.0,['use improve resilience']," Although many municipalities have 
developed design guidelines without climate change in 
mind, their use can improve resilience to the impacts 
of climate change"
1411,landuse-e,85.0,13.0,['City develop Workbook']," 
Climate change was not a consideration 
when the City first developed the 
Workbook"
1418,landuse-e,231.0,31.0,['application increase city']," Although not designed explicitly as a climate change adaptation measure, the application of the 
guidelines, particularly the urban heat island and storm-water management measures, increase the city’s resilience 
to climate change"
1428,landuse-e,187.0,28.0,['Agency issue guidelines']," In 2003, the Canadian Environmental 
Assessment Agency issued guidelines for incorporating 
climate change considerations in EAs, one of the first 
federal agencies in the world to do so"
1446,landuse-e,88.0,15.0,['Ajax use EAs'],"51 
Ajax proactively uses EAs and EISs in its efforts to address climate change concerns"
1454,landuse-e,226.0,30.0,['section describe tools']," This section 
describes five decision-support tools that are particularly 
relevant to planners and local officials involved in the 
preparation and implementation of plans and measures 
that address climate change adaptation"
1455,landuse-e,186.0,28.0,['planners translate findings']," Many of the tools 
described here help planners to translate scientific findings 
about climate change into a language and format that is 
suitable for making decisions about adaptation"
1464,landuse-e,698.0,127.0,['projections inform planning'],"5 Adaptation planning guidebooks

ADAPTATION EXAMPLES
Heat and health vulnerability assessment in Windsor, Ontario
Dawson Climate Change Risk Evaluation 
Halifax Harbour plan for sea level rise 
Climate projections informing adaptation planning in Prince George
Whitehorse Community Climate Change Adaptation Project
Toronto’s heat vulnerability mapping tool 
Delta’s visualization of climate change impacts 
Windsor’s Climate Change Adaptation Plan
Nova Scotia’s Municipal Climate Change Action Plan Guidebook:  
Yarmouth pilot project 

PAGE
20
21
23
24
25
26
27
28
29

18  |   L A N D   U S E   P L A N N I N G   T O O L S

D
N
A
L
U
O
M

 

Y
R
R
E
J
 
F
O

 

Y
S
E
T
R
U
O
C

 

O
T
O
H
P

3"
1467,landuse-e,211.0,32.0,['i emphasize projections'],"i Some 
emphasize projections of climate change impacts in 
the community, while others focus on the factors that 
produce local vulnerability and constrain the ability of the 
community to take adaptive actions"
1469,landuse-e,118.0,15.0,['communities undertake change']," 

Many guidelines and frameworks have been developed 
to help communities undertake local climate change 
assessments"
1486,landuse-e,614.0,80.0,['IPCC56 describe frameworks']," 

i  The IPCC56 described several distinct conceptual frameworks for assessments of local climate change, including impact-based approaches that are climate scenario driven, adaptation-based 

approaches that focus on the capacity of communities and natural systems to respond effectively to stress, vulnerability-based approaches centered on the factors driving the susceptibility 
of individuals and groups to harm, integrated approaches that include modelling and other procedures for investigating climate change across sectors and scales and risk management 
approaches that focus directly on decision making"
1498,landuse-e,138.0,21.0,"['team distil issues', 'team distil issues consequences']"," The project team and a local advisory committee distilled community issues into a list of  
78 “community consequences” of climate change"
1538,landuse-e,165.0,24.0,['City partner policies']," In 2008, the City partnered with the University of 
Northern British Columbia (UNBC)70 to mainstream climate change adaptation into the city’s policies and programs"
1541,landuse-e,211.0,31.0,['UNBC organize workshops']," UNBC and the City organized 
two adaptation workshops and other information events that brought together city staff, the public and key 
stakeholders to discuss approaches to dealing with climate change impacts"
1545,landuse-e,235.0,32.0,['George integrate findings']," Prince George has since integrated the findings from the 
workshops, including recommended measures to reduce risks from forest fires and flooding, into the Integrated 
Community Sustainability Plan72 and draft Official Community Plan"
1550,landuse-e,237.0,32.0,['changes affect community'],"

In planning for adaptation to climate change, planners 
devise scenarios that demonstrate how changes in climate 
may affect the community under different development 
trajectories (see the diagram in the following Whitehorse 
example)"
1555,landuse-e,196.0,26.0,['Scenarios provide information']," 
Scenarios may provide information that helps to identify 
emerging vulnerabilities (for example, potential conflict 
over access to water) and support efforts to prioritize 
climate change risks"
1564,landuse-e,195.0,30.0,['Scenario entitle City']," For instance, Scenario 4, entitled City of Crossroads, envisions a high degree of climate change 
(median temperature rise of 4°C) as well as significant population growth (24 000 new residents)"
1598,landuse-e,131.0,20.0,['image show street']," For example, the following image shows a typical residential street inundated by flood waters 
following a major storm surge event"
1608,landuse-e,198.0,34.0,['impacts include increase']," Climate change impacts of concern include an expected increase in the frequency and intensity of heavy 
rain storms and heat waves (a doubling of the number of 30°C days has been projected by 2050)"
1619,landuse-e,177.0,28.0,['Government require municipalities']," 
In 2010, the Government of Nova Scotia required 
municipalities to prepare and submit a climate change 
action plan by 2013 as a condition for receiving federal 
gas-tax funds"
1623,landuse-e,91.0,12.0,['Yarmouth develop approach'],"
Yarmouth is developing a long-term strategic approach 
for managing climate change hazards"
1641,landuse-e,226.0,34.0,['Provinces play role'],"87,88 Accordingly, Provinces play a role in land use 
planning for local adaptation to climate change through 

•	 enabling legislation – Provinces enact and revise 

laws that guide planning by local and regional 
authorities"
1650,landuse-e,190.0,24.0,['plans specify goals']," Typically, such plans 
specify provincial goals and objectives; identify the 
impacts of climate change on government programs, 
operations and infrastructure; and suggest specific 
actions"
1666,landuse-e,95.0,12.0,['governments adopt strategies']," For example, territorial 

governments also adopt climate change strategies and 
actions plans"
1669,landuse-e,104.0,15.0,"['Chapter describe Province', 'Chapter describe Province vision']"," Chapter 5 describes the Province’s vision, strategies 
and activities as it prepares for climate change"
1670,landuse-e,469.0,66.0,"['government take action', 'development recognize importance', 'development recognize importancestrategies recognize importance']"," In responding to the increased likelihood of severe weather events, 
the provincial government is taking action to (1) ensure that new development on flood plains will be flood-proofed 
to provincial standards, (2) consider the impacts of climate change when awarding provincial infrastructure grants, 
(3) develop a comprehensive plan for green community development and (4) ensure that community development 
strategies recognize the importance of streams and rivers"
1671,landuse-e,156.0,22.0,['Province update policy']," The Province is currently updating its planning policy 
statements and guidelines, including the Guidelines for Management of Coastal Flood Hazard Land Use"
1678,landuse-e,257.0,32.0,['Regulation100 identify mitigation'],"

Manitoba’s Provincial Planning Regulation 
Manitoba’s Provincial Planning Regulation100 (the Regulation) identifies both climate change mitigation and adaptation 
as strategic priorities, along with other key concerns such as clean water and public safety"
1684,landuse-e,191.0,27.0,['policy recognize demand']," The policy on planning 
for agriculture recognizes the potential increased demand for food production in response to climate change and 
encourages local authorities to promote food security"
1685,landuse-e,245.0,34.0,['authority assess vulnerabilities']," At a strategic level, the Regulation requires that each local 
planning authority assess local vulnerabilities to climate change and consider existing climate change action plans 
when preparing, amending or replacing the local development plan"
1687,landuse-e,181.0,24.0,['manual assist communities']," 
This manual, published by the Centre for Advanced 
Landscape Planning at the University of British Columbia, 
assists communities in developing climate change visioning 
processes"
1713,landuse-e,314.0,41.0,['manual help government'],"pdf

Climate Change Adaptation Framework Manual 
(Ministry of Sustainable Resource Development, 
Alberta, 2010)
This risk management manual helps government and non-
government organizations anticipate and prepare for the 
economic and ecological impacts of climate change in a 
comprehensive and consistent manner"
1725,landuse-e,248.0,35.0,"['users enter code', 'site provide change']","ca/

Localizer (Canadian Climate Change 
Scenarios Network)
On this Web site developed by Environment Canada, when 
users enter a postal code, the site provides climate change 
projections for future temperature and precipitation for 
that location"
1735,landuse-e,366.0,53.0,"['standard include elements', 'they consider change']","pdf 

Model Standard of Practice for Climate Change 
Planning (Canadian Institute of Planners, 2011)
The standard includes two elements: (1) a statement that 
establishes principles of responsible professional practice 
for addressing climate change and (2) a framework to serve 
as a model to planners as they consider climate change in 
their professional practice"
1743,landuse-e,268.0,35.0,['guidebooks provide change'],"com

Climate Change Planning Tools for First Nations 
(Centre for Indigenous Environmental Resources, 
2006)
The six guidebooks provide user-friendly and culturally 
appropriate climate change and adaptation manuals to 
guide First Nations through the planning process"
1755,landuse-e,238.0,32.0,"['guidebook provide process', 'makers incorporate solutions']",", 2008) 
The guidebook “provides a process closely tied to on-
going planning cycles to help decision makers incorporate 
climate change science, impacts, adaptation and mitigation 
solutions into their sustainable development initiatives"
7,municipal-climate-change-action-plan-guidebook-en,127.0,17.0,['municipalities reduce emissions'],"  The guide aims 
to help municipalities reduce greenhouse gas emissions and 
identify priorities for climate change adaptation"
18,municipal-climate-change-action-plan-guidebook-en,326.0,45.0,['MCCAP move Scotia'],"  In addition, the MCCAP will 
move Nova Scotia towards honouring commitments made in 
Toward a Green Future: Nova Scotia’s Climate Change Action 
Plan, specifically:  Action 48 - Amend funding agreements with 
municipalities by 2010 to require climate change strategies in 
municipal Integrated Community Sustainability Plans"
34,municipal-climate-change-action-plan-guidebook-en,293.0,41.0,"['Damage create burden', 'who plan strategies']"," Damage 
resulting from climate change creates a financial burden on 
municipalities, and for those officials in municipal governments 
who must now plan for an uncertain future, strategies for 
adapting to climate change and mitigating against climate 
change are becoming extremely important"
45,municipal-climate-change-action-plan-guidebook-en,196.0,31.0,['actions reduce levels']," 

Mitigation actions over the long-term will reduce GHG levels 
in the atmosphere and help to reduce the heating trends that 
are behind many of the climate changes we are currently 
experiencing"
46,municipal-climate-change-action-plan-guidebook-en,230.0,33.0,['municipalities undertake actions']," Mitigation is an extremely important aspect 
of dealing with climate change, and many of the province’s 
municipalities have already undertaken actions, through their 
ICSP that fall into the category of climate change mitigation"
